target_id,repo,kind,receiver_type,receiver_family,method,transform,applicable,applied,reverted,build_ok,reason,reason_token,n_files_changed,seam_member_signature
abp:0192,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ExecuteAsync(CommandLineArgs, ILoggerWrapper) delegating from the original signature on HelpCommand.",applied,2,"void LogInformation(string?, params object?[])"
abp:0195,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ExecuteAsync(CommandLineArgs, ILoggerWrapper) delegating from the original signature on ListModulesCommand.",applied,2,"void LogInformation(string?, params object?[])"
abp:0204,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload LogCliError(Exception, CommandLineArgs, ILoggerWrapper) delegating from the original signature on LoginCommand.",applied,2,"void LogError(string?, params object?[])"
abp:0205,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ExecuteAsync(CommandLineArgs, ILoggerWrapper) delegating from the original signature on LoginInfoCommand.",applied,2,"void LogError(string?, params object?[])"
abp:0207,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ExecuteAsync(CommandLineArgs, ILoggerWrapper) delegating from the original signature on LoginInfoCommand.",applied,2,"void LogInformation(string?, params object?[])"
abp:0212,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ExecuteAsync(CommandLineArgs, ILoggerWrapper) delegating from the original signature on NewCommand.",applied,2,"void LogInformation(string?, params object?[])"
abp:0215,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GetProjectBuildArgsAsync(CommandLineArgs, string, string, ILoggerWrapper) delegating from the original signature on ProjectCreationCommandBase.",applied,2,"void LogInformation(string?, params object?[])"
abp:0219,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GetProjectBuildArgsAsync(CommandLineArgs, string, string, ILoggerWrapper) delegating from the original signature on ProjectCreationCommandBase.",applied,2,"void LogInformation(string?, params object?[])"
abp:0239,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload InstallDotnetEfTool(ILoggerWrapper) delegating from the original signature on DotnetEfToolManager.,applied,2,"void LogInformation(string?, params object?[])"
abp:0255,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload DownloadNpmPackageAsync(string, string, string, ILoggerWrapper) delegating from the original signature on SourceCodeDownloadService.",applied,2,"void LogInformation(string?, params object?[])"
abp:0268,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload InstallSuiteAsync(ILoggerWrapper, string, bool) delegating from the original signature on SuiteCommand.",applied,2,"void LogInformation(string?, params object?[])"
abp:0273,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload ShowSuiteManualInstallCommand(ILoggerWrapper) delegating from the original signature on SuiteCommand.,applied,2,"void LogInformation(string?, params object?[])"
abp:0278,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload ShowSuiteManualUpdateCommand(ILoggerWrapper) delegating from the original signature on SuiteCommand.,applied,2,"void LogError(string?, params object?[])"
abp:0284,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload StartSuite(ILoggerWrapper) delegating from the original signature on SuiteCommand.,applied,2,"void LogWarning(string?, params object?[])"
abp:0286,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload StartSuite(ILoggerWrapper) delegating from the original signature on SuiteCommand.,applied,2,"void LogError(string?, params object?[])"
abp:0288,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload KillSuite(ILoggerWrapper) delegating from the original signature on SuiteCommand.,applied,2,"void LogInformation(string?, params object?[])"
abp:0301,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload TranslateAbpTranslateInfoAsync(string, string, string, bool, string, ILoggerWrapper) delegating from the original signature on TranslateCommand.",applied,2,"void LogInformation(string?, params object?[])"
abp:0317,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GetAsync(string, string, ILoggerWrapper, string, string, bool, bool, bool) delegating from the original signature on AbpIoSourceCodeStore.",applied,2,"void LogWarning(string?, params object?[])"
abp:0330,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GetAsync(string, string, ILoggerWrapper, string, string, bool, bool, bool) delegating from the original signature on AbpIoSourceCodeStore.",applied,2,"void LogInformation(string?, params object?[])"
abp:0336,abp,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetAsync,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
abp:0344,abp,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetAsync,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
abp:0354,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ConvertAsync(string, List<string>, ILoggerWrapper) delegating from the original signature on LocalReferenceConverter.",applied,2,"void LogInformation(string?, params object?[])"
abp:0371,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload AddNpmPackageAsync(string, NpmPackageInfo, ILoggerWrapper, string, bool) delegating from the original signature on ProjectNpmPackageAdder.",applied,2,"void LogInformation(string?, params object?[])"
abp:0411,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GenerateClassFileAsync(GenerateProxyArgs, ControllerApiDescriptionModel, ILoggerWrapper) delegating from the original signature on CSharpServiceProxyGenerator.",applied,2,"void LogInformation(string?, params object?[])"
abp:0429,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogCritical,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload LogWithLevel(ILogger, LogLevel, string, Exception, ILoggerWrapper) delegating from the original signature on AbpLoggerExtensions.",applied,2,"void LogCritical(Exception?, string?, params object?[])"
abp:0446,abp,Extension,System.IServiceProvider,IServiceProvider,CreateScope,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload InitializeTelemetryTracking(IServiceProviderWrapper) delegating from the original signature on AbpApplicationBase.,applied,2,IServiceScope CreateScope()
abp:0447,abp,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,False,True,False,refactor_rejected: owning project no longer builds after the edit,applied_then_reverted,2,T GetRequiredService<T>()
abp:0506,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload HandleErrorTenantConnectionStringUpdatedAsync(TenantConnectionStringUpdatedEto, Exception, ILoggerWrapper) delegating from the original signature on EfCoreDatabaseMigrationEventHandlerBase.",applied,2,"void LogError(string?, params object?[])"
abp:0514,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload GetDbContext(ILoggerWrapper) delegating from the original signature on UnitOfWorkDbContextProvider.,applied,2,"void LogWarning(string?, params object?[])"
abp:0518,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload CreateDbContextWithTransaction(IUnitOfWork, ILoggerWrapper) delegating from the original signature on UnitOfWorkDbContextProvider.",applied,2,"void LogWarning(string?, params object?[])"
abp:0528,abp,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,False,True,False,refactor_rejected: owning project no longer builds after the edit,applied_then_reverted,2,object GetRequiredService(Type)
abp:0578,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload GetDbContext(ILoggerWrapper) delegating from the original signature on UnitOfWorkMongoDbContextProvider.,applied,2,"void LogWarning(string?, params object?[])"
abp:0584,abp,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload CreateDbContextWithTransactionAsync(IUnitOfWork, MongoUrl, MongoClient, IMongoDatabase, ILoggerWrapper, CancellationToken) delegating from the original signature on UnitOfWorkMongoDbContextProvider.",applied,2,"void LogWarning(string?, params object?[])"
aspnetcore:0020,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0084,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload LaunchAndGetUrl(IServiceProvider, string, bool, IServiceProviderWrapper) delegating from the original signature on DebugProxyLauncher.",applied,2,T GetRequiredService<T>()
aspnetcore:0092,aspnetcore,Extension,Microsoft.Extensions.Configuration.IConfigurationBuilder,IConfigurationBuilder,Add,parameterize_dependency,True,True,False,True,parameterize_dependency applied: added overload InitializeEnvironment(IConfigurationBuilderWrapper) delegating from the original signature on WebAssemblyHostBuilder.,applied,2,IConfigurationBuilder Add<TSource>(Action<TSource>?)
aspnetcore:0154,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
aspnetcore:0179,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload RetryRequest(Func<Task<HttpResponseMessage>>, ILogger, ILoggerWrapper, CancellationToken, int) delegating from the original signature on RetryHelper.",applied,2,"void LogWarning(string?, params object?[])"
aspnetcore:0181,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload RetryRequest(Func<Task<HttpResponseMessage>>, ILogger, ILoggerWrapper, CancellationToken, int) delegating from the original signature on RetryHelper.",applied,2,"void LogWarning(string?, params object?[])"
aspnetcore:0189,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload TriggerHostShutdown(CancellationTokenSource, ILoggerWrapper) delegating from the original signature on ApplicationDeployer.",applied,2,"void LogInformation(string?, params object?[])"
aspnetcore:0194,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload SetupNginx(string, Uri, ILoggerWrapper) delegating from the original signature on NginxDeployer.",applied,2,"void LogDebug(string?, params object?[])"
aspnetcore:0197,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload SetupNginx(string, Uri, ILoggerWrapper) delegating from the original signature on NginxDeployer.",applied,2,"void LogTrace(string?, params object?[])"
aspnetcore:0211,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload StartSelfHostAsync(Uri, ILoggerWrapper) delegating from the original signature on SelfHostDeployer.",applied,2,"void LogInformation(string?, params object?[])"
aspnetcore:0220,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload StartSelfHostAsync(Uri, ILoggerWrapper) delegating from the original signature on SelfHostDeployer.",applied,2,"void LogInformation(string?, params object?[])"
aspnetcore:0230,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0231,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0308,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0316,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0334,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0356,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload ChangePasswordCoreAsync(TUser, string, string, ILoggerWrapper) delegating from the original signature on UserManager.",applied,2,"void LogDebug(EventId, string?, params object?[])"
aspnetcore:0358,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload AddLoginCoreAsync(TUser, UserLoginInfo, ILoggerWrapper) delegating from the original signature on UserManager.",applied,2,"void LogDebug(EventId, string?, params object?[])"
aspnetcore:0409,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload AttachToLogger(ILogger, ILoggerWrapper) delegating from the original signature on NodeScriptRunner.",applied,2,"void LogError(string?, params object?[])"
aspnetcore:0441,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0456,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0458,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload CreateInstance(IServiceProvider, IServiceProviderWrapper) delegating from the original signature on FormatFilterAttribute.",applied,2,T GetRequiredService<T>()
aspnetcore:0469,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0476,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0477,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0489,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0495,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload CreateInstance(IServiceProvider, IServiceProviderWrapper) delegating from the original signature on RequestFormLimitsAttribute.",applied,2,T GetRequiredService<T>()
aspnetcore:0502,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload CreateAttributeMegaRoute(IServiceProvider, IServiceProviderWrapper) delegating from the original signature on AttributeRouting.",applied,2,T GetRequiredService<T>()
aspnetcore:0504,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0547,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0553,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0556,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0563,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload CreateInstance(IServiceProvider, IServiceProviderWrapper) delegating from the original signature on ControllerSaveTempDataPropertyFilterFactory.",applied,2,T GetRequiredService<T>()
aspnetcore:0565,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0566,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0567,aspnetcore,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
aspnetcore:0599,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,True,False,True,False,refactor_rejected: owning project no longer builds after the edit,applied_then_reverted,2,"void LogError(EventId, Exception?, string?, params object?[])"
aspnetcore:0669,aspnetcore,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogDebug,parameterize_dependency,False,False,False,,baseline_build_failed,baseline_build_failed,0,
aspnetcore:0716,aspnetcore,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetStreamAsync,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GetStreamAsync(string, IHttpClientWrapper2) delegating from the original signature on HttpClientWrapper.",applied,2,Task<Stream> GetStreamAsync(string?)
duplicati:0004,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload GetResponseUncheckedAsync(HttpRequestMessage, HttpCompletionOption, CancellationToken, IHttpClientWrapper) delegating from the original signature on JsonWebHelperHttpClient.",applied,2,"Task<HttpResponseMessage> SendAsync(HttpRequestMessage, HttpCompletionOption, CancellationToken)"
duplicati:0006,duplicati,NonVirtual,Duplicati.Library.OAuthHttpClient,other:OAuthHttpClient,SendAsync,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
duplicati:0010,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,GetAsync,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
duplicati:0013,duplicati,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
duplicati:0014,duplicati,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
duplicati:0017,duplicati,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
duplicati:0019,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload DownloadFile(HttpClient, HttpRequestMessage, string, IHttpClientWrapper, Action<long>?, CancellationToken) delegating from the original signature on HttpClientExtensions.",applied,2,"Task<HttpResponseMessage> SendAsync(HttpRequestMessage, HttpCompletionOption, CancellationToken)"
duplicati:0020,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload DownloadFile(HttpClient, HttpRequestMessage, Stream, IHttpClientWrapper, Action<long>?, CancellationToken) delegating from the original signature on HttpClientExtensions.",applied,2,"Task<HttpResponseMessage> SendAsync(HttpRequestMessage, HttpCompletionOption, CancellationToken)"
duplicati:0021,duplicati,NonVirtual,System.Net.Http.HttpClient,HttpClient/HttpMessageInvoker,SendAsync,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload UploadStream(HttpClient, HttpRequestMessage, IHttpClientWrapper, CancellationToken) delegating from the original signature on HttpClientExtensions.",applied,2,"Task<HttpResponseMessage> SendAsync(HttpRequestMessage, HttpCompletionOption, CancellationToken)"
eShop:0007,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0009,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0010,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0016,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0022,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0024,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0026,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0027,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0028,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,unbound_receiver,unbound_receiver,0,
eShop:0029,eShop,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,baseline_build_failed,baseline_build_failed,0,
eShop:0034,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,False,False,False,,baseline_build_failed,baseline_build_failed,0,
efcore:0007,efcore,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
garnet:0020,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
garnet:0036,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
garnet:0044,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogError,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
garnet:0054,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
garnet:0059,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogCritical,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
garnet:0060,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
garnet:0062,garnet,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,receiver_is_this,receiver_is_this,0,
