target_id,repo,kind,receiver_type,receiver_family,method,transform,applicable,applied,reverted,build_ok,reason,reason_token,n_files_changed,seam_member_signature
eShop:0007,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='services.Logger',unbound_receiver,0,
eShop:0009,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='services.Logger',unbound_receiver,0,
eShop:0010,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='services.Logger',unbound_receiver,0,
eShop:0016,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='logger' diags=[CS1061],unbound_receiver,0,
eShop:0022,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='_logger',unbound_receiver,0,
eShop:0024,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogInformation,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='_logger',unbound_receiver,0,
eShop:0026,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='logger' diags=[CS0120],unbound_receiver,0,
eShop:0027,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='logger' diags=[CS0120],unbound_receiver,0,
eShop:0028,eShop,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogTrace,parameterize_dependency,False,False,False,,unbound_receiver: method_unbound candReason=None cands=0 recv='logger' diags=[CS0120],unbound_receiver,0,
jellyfin:0595,jellyfin,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,True,False,True,False,refactor_rejected: owning project no longer builds after the edit,applied_then_reverted,2,T GetRequiredService<T>()
orleans:0011,orleans,Extension,System.IServiceProvider,IServiceProvider,GetRequiredService,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
semantic-kernel:0101,semantic-kernel,Extension,System.IServiceProvider,IServiceProvider,GetService,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
semantic-kernel:0276,semantic-kernel,Extension,Microsoft.Extensions.Logging.ILogger,ILogger,LogWarning,parameterize_dependency,False,False,False,,receiver_not_in_method_scope,receiver_not_in_method_scope,0,
server:0009,server,Extension,Microsoft.Extensions.DependencyInjection.IServiceScopeFactory,IServiceScopeFactory,CreateAsyncScope,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload DeleteManyByIdAsync(IEnumerable<Guid>, IServiceScopeFactoryWrapper) delegating from the original signature on ProjectRepository.",applied,2,AsyncServiceScope CreateAsyncScope()
server:0015,server,Extension,Microsoft.Extensions.DependencyInjection.IServiceScopeFactory,IServiceScopeFactory,CreateAsyncScope,parameterize_dependency,True,True,False,True,"parameterize_dependency applied: added overload UpdateAsync(Core.SecretsManager.Entities.Secret, IServiceScopeFactoryWrapper, SecretAccessPoliciesUpdates?) delegating from the original signature on SecretRepository.",applied,2,AsyncServiceScope CreateAsyncScope()
server:0018,server,Extension,Microsoft.Extensions.DependencyInjection.IServiceScopeFactory,IServiceScopeFactory,CreateAsyncScope,parameterize_dependency,False,False,False,,baseline_build_failed,baseline_build_failed,0,
server:0021,server,Extension,Microsoft.Extensions.DependencyInjection.IServiceScopeFactory,IServiceScopeFactory,CreateAsyncScope,parameterize_dependency,True,True,False,,baseline_build_failed,baseline_build_failed,2,AsyncServiceScope CreateAsyncScope()
